"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5"
"accidental",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.00012500767418593,0.000352481632768467,0.000175073225052359
"accommodate",0.000173391843141003,0.000123053790603423,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,0.000175073225052359
"accomplishment",0.000201614520687058,1.05197609701527e-05,0.000263008832939562,0.000250070521928638,0.000153482511210377,0.000350337493640297
"accord",3.86520994467983e-05,0.000102992988222336,1.36688948803763e-05,0.000319928561910086,1.43651500579049e-05,4.13140467570862e-06
"account",0.000756953635240305,6.57025012424995e-05,7.7072457367197e-05,6.03838119905667e-05,0.000350264058036233,0.000381862955937379
"accountability",0.000201614520687058,1.05197609701527e-05,6.33918426166e-06,0.000250070521928638,0.000153482511210377,2.94288482546908e-05
"accountant",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,0.000175073225052359
"accrual",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"accrue",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"accumulate",0.000173391843141003,0.000123053790603423,0.00012048292589368,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"accuracy",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"accuse",1.19240910506801e-07,4.37239575477558e-06,0.00039460085863713,5.24575034526999e-06,0.000454221253761498,1.93282771166698e-07
"acela",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"acentral",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"achieve",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"achievement",0.000346972279423404,0.000246161795800387,0.000263008832939562,0.000260231564115919,9.32980640204491e-05,0.000200007558923187
"acidic",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"acknowledge",0.000100785502867268,0.000123053790603423,0.00012048292589368,0.00012500767418593,4.66394414344485e-05,0.000175073225052359
"aclu",0.000151194570053644,4.57009277030176e-05,0.000197234732165225,0.000187532198306708,0.00092784052877571,0.000149989490577061
"acorn",1.19240910506801e-07,0.000399663260972177,7.4666037987181e-05,0.000375188592148657,0.000139975883550662,0.000300076080851232
"acquire",0.000100785502867268,0.000133087020659125,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,9.9982211084283e-05
"acre",0.000302487091150113,9.14641754749081e-05,8.61949599028517e-06,0.000390542836500762,0.000139975883550662,0.000300076080851232
"across",0.000310519967848143,2.43509087033141e-05,2.98548363411306e-07,2.79572717722694e-05,2.41130665501321e-05,0.000396771613861312
"act",0.000255584642653841,3.14924158403425e-05,0.000362256942568666,0.000332664512482377,9.94292492306851e-05,0.000849284064820261
"actalters",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"action",0.000172072336746179,1.75495986430645e-05,0.000155560363930335,5.68652773453825e-05,0.000560942737242711,5.27288485084829e-05
"active",7.029919641729e-06,0.000307736143862238,1.72306863623273e-07,3.51386300028516e-08,0.000104873242961417,7.50593842842898e-06
"actively",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"activist",0.000173391843141003,0.000133087020659125,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"activity",1.19240910506801e-07,9.14641754749081e-05,8.61949599028517e-06,5.24575034526999e-06,0.000139975883550662,1.93282771166698e-07
"actual",1.19240910506801e-07,4.37239575477558e-06,8.61949599028517e-06,0.000390542836500762,0.000139975883550662,0.000300076080851232
"actually",1.4419688839747e-05,0.000131888171880706,2.82170980235655e-05,0.000337410325076303,0.000676130740404414,2.32776979796941e-05
"acupuncture",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"ad",6.7905849746387e-05,0.000243516690817214,5.90583079747979e-06,0.000688225687668974,0.000173101901822405,4.81338649624774e-06
"adam",2.85509471806961e-05,1.05197609701527e-05,0.00024108429918284,0.000250070521928638,9.32980640204491e-05,0.000200007558923187
"adams",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"add",3.99173864773766e-05,0.00092239020276921,0.000211611948118487,0.000428801012758628,5.71662103466536e-05,4.19405570476729e-07
"addict",7.48702695043118e-05,4.57009277030176e-05,0.000197234732165225,0.000187532198306708,6.9966354096806e-05,7.61499582717013e-05
"addiction",7.48702695043118e-05,4.57009277030176e-05,0.000197234732165225,4.36416585695885e-05,6.9966354096806e-05,0.000149989490577061
"addictive",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,0.000175073225052359
"additional",1.02577363069982e-05,7.81686751211293e-05,0.000141774939131478,1.37409958658831e-06,0.000373653489465708,1.12861524413286e-05
"address",0.000177851557796811,0.00028251699548515,0.000324740218510039,0.000787586789049028,0.000350264058036233,0.000381862955937379
"adjust",0.000302487091150113,4.37239575477558e-06,0.00039460085863713,0.000887442921907576,0.000139975883550662,1.93282771166698e-07
"adler",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"administer",0.000173391843141003,0.000133087020659125,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"administration",0.000249250319280148,1.31711742049747e-05,0.000713066367153499,0.000123099260936774,2.02087753186512e-05,0.000997157598647329
"administrative",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,0.000175073225052359
"administrator",0.00103521033118336,0.000123053790603423,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"admiral",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"admission",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,0.000352481632768467,9.9982211084283e-05
"admit",0.000655884610144613,0.000134772972129004,3.33873482599618e-05,1.2680940853459e-05,0.000823583922033116,0.000650656443704594
"adolescent",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"adolf",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"adopt",3.10553790299092e-05,6.49321373340513e-05,1.95674708568716e-06,4.92112298265225e-06,1.66618207405077e-05,2.60999197188173e-05
"adoption",0.000542222242570046,4.57009277030176e-05,0.000197234732165225,0.000187532198306708,6.9966354096806e-05,0.000149989490577061
"adult",9.87496107593987e-07,0.000201494564769303,6.60967332732047e-06,0.000127496076534477,0.000303499656302414,6.02261732821266e-05
"adulteryand",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"advance",0.000302487091150113,4.37239575477558e-06,0.000361804309601971,8.73425484789151e-05,0.000139975883550662,0.000300076080851232
"advantage",0.000403403251995669,2.10572584820276e-05,0.000170515436568487,0.000500361933832082,2.90226780030278e-05,5.89103152652657e-05
"advertise",0.000151194570053644,0.000184601013380475,0.000197234732165225,4.36416585695885e-05,0.000226883988057797,7.61499582717013e-05
"adviser",0.000504363041012866,0.000666777249135474,6.96092843699728e-05,7.03469374515502e-08,0.000233389176710655,0.000500342796554415
"advisor",0.000151194570053644,4.57009277030176e-05,0.000197234732165225,4.36416585695885e-05,0.000226883988057797,0.000149989490577061
"advisory",0.000173391843141003,0.000123053790603423,0.000131475230755398,0.00012500767418593,0.000352481632768467,9.9982211084283e-05
"advocacy",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"advocate",9.52440684182638e-05,1.82656287482173e-05,3.54185404000469e-05,0.000437768350993267,0.000163321997110204,9.74036357284432e-05
"afc",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"affair",7.029919641729e-06,1.39565217516821e-07,1.72306863623273e-07,3.51386300028516e-08,0.000116634573179723,7.50593842842898e-06
"affect",0.000302487091150113,0.000369324063569704,0.00039460085863713,5.24575034526999e-06,0.000454221253761498,0.000525793160675583
"affiliate",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"affiliation",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"affirm",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"affirmative",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"affluent",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"afford",0.000149849433863519,4.37239575477558e-06,8.61949599028517e-06,8.73425484789151e-05,0.000139975883550662,0.000300076080851232
"affordability",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"affordable",9.21094593931847e-05,0.000639028092958103,6.91258706358796e-07,1.40973415782812e-07,0.000467259465366684,8.90346942339067e-05
"affront",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"afghan",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"afghanistan",3.86520994467983e-05,5.12404651705024e-06,1.36688948803763e-05,0.000319928561910086,0.000397047743922227,4.13140467570862e-06
"afl",0.000151194570053644,4.57009277030176e-05,0.000420987542224515,0.000187532198306708,6.9966354096806e-05,0.000149989490577061
"afraid",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"africa",4.59742326413158e-05,9.48282251429147e-05,0.000657960389261131,0.00065155743408294,8.28496371849668e-06,1.50276199824577e-05
"african",2.16496749749815e-05,0.00049277700262984,0.000157017449497582,2.48199675253235e-07,1.51206225687042e-06,0.00121376242042057
"afterschool",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"ag",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"againhats",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"agallup",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"age",3.75527248161083e-05,0.000117420008522568,3.45947367901692e-05,5.68652773453825e-05,0.000569062632307513,3.5355830572429e-05
"agency",0.000200930921342383,0.000224214973324361,0.000559659138423453,8.99763687915134e-06,0.000417951959491143,7.74519849933696e-05
"agencys",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"agendum",2.86628586589786e-06,1.82656287482173e-05,0.000250601227965185,0.000437768350993267,4.65148582528563e-05,2.53825611765301e-06
"agent",0.000696343475598636,1.39565217516821e-07,1.72306863623273e-07,0.000312622651168841,0.000116634573179723,0.000250036420790793
"aggie",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"aggressively",0.000100785502867268,0.000133087020659125,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,9.9982211084283e-05
"ago",1.41321984682566e-05,0.00041495642608366,0.000166938772677271,4.28422128478396e-05,2.02098609828956e-06,0.000735890338726323
"agree",0.00017731943826665,0.000159133142482837,4.13463814992451e-05,6.92513649466702e-05,0.000443850729880333,4.55276041644213e-05
"agreement",6.22315015407617e-05,0.000414001682107222,0.000224598881921471,9.86031804871271e-06,2.09582056317478e-05,5.22843130528206e-05
"agricultural",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,0.00103937883718323
"agriculture",0.000151194570053644,0.000184601013380475,0.000197234732165225,0.000443368984978996,0.000226883988057797,0.000149989490577061
"ahead",0.000100785502867268,0.000123053790603423,0.000898632623054567,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"ahmadinejad",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"aid",1.98000886353864e-06,1.08107721756092e-07,0.000471517929410888,0.000450765649715894,1.59874596535366e-07,1.47015594078111e-06
"aide",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,0.000352481632768467,9.9982211084283e-05
"aig",0.000201614520687058,1.05197609701527e-05,0.000263008832939562,9.43779318031745e-06,0.000153482511210377,2.94288482546908e-05
"ailment",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"aim",2.85509471806961e-05,0.000246161795800387,0.000263008832939562,0.000250070521928638,0.000153482511210377,0.000350337493640297
"air",7.24434672203614e-05,7.5660330990085e-05,4.13463814992451e-05,6.92513649466702e-05,2.41130665501321e-05,6.97719133560815e-05
"aircraft",0.000201614520687058,0.000820182384040709,0.000263008832939562,0.000250070521928638,9.32980640204491e-05,2.94288482546908e-05
"airline",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"airplane",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"airport",5.71528195643675e-05,0.000492540641954184,1.26888789225271e-05,4.1858469646227e-05,2.90226780030278e-05,5.89103152652657e-05
"airstrike",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"airway",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"akin",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"al",8.58057555487923e-05,0.000163617101809915,0.00014953205821624,0.000170362189576851,0.000280124682022992,8.84445444523591e-05
"ala",0.000173391843141003,0.000123053790603423,0.00012048292589368,0.00012500767418593,4.66394414344485e-05,9.9982211084283e-05
"alabama",0.000151194570053644,0.000184601013380475,3.73080723616849e-05,4.36416585695885e-05,6.9966354096806e-05,7.61499582717013e-05
"alabamians",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alan",0.000173391843141003,0.000123053790603423,0.000131475230755398,0.00012500767418593,0.000352481632768467,9.9982211084283e-05
"alaska",4.26267416690557e-06,0.000243516690817214,0.000723836868189633,2.39144372015742e-06,3.09176543050223e-06,4.81338649624774e-06
"alaskan",0.000100785502867268,0.000133087020659125,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,0.000175073225052359
"alaskans",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alaskas",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"albany",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alberta",7.48702695043118e-05,0.000184601013380475,3.73080723616849e-05,4.36416585695885e-05,6.9966354096806e-05,0.000149989490577061
"alcee",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alcohol",6.7905849746387e-05,5.62257077071693e-05,5.90583079747979e-06,2.39144372015742e-06,0.000256754522820604,0.000124614302510991
"alcoholic",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alderman",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"alert",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alex",0.000224937741702177,6.49321373340513e-05,1.95674708568716e-06,0.000131102793370531,0.000210028641710151,0.000450259896948516
"alexi",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"ali",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alicia",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alien",1.02577363069982e-05,0.000179643160024944,5.02940343779127e-06,8.38356783128143e-05,0.000277459651197179,0.000801067611931932
"align",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"alison",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alive",0.000173391843141003,0.000123053790603423,0.000131475230755398,0.00012500767418593,4.66394414344485e-05,0.000175073225052359
"allan",0.000100785502867268,0.000133087020659125,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,9.9982211084283e-05
"allay",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,0.000519543150219144
"allegation",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"allege",0.000100785502867268,0.000123053790603423,0.000131475230755398,0.000130050689922566,4.66394414344485e-05,0.000175073225052359
"allen",0.000403403251995669,0.000199946710994313,1.26888789225271e-05,0.00019278160890341,0.000186672915836831,0.000400187814251215
"allens",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alleviate",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"allocate",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"allocation",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"allow",6.64518776656255e-08,4.52633446202909e-08,8.96451805688464e-06,7.55434889300477e-07,3.78068865444736e-05,2.09522508166487e-09
"allowable",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"ally",0.000862095852887474,1.82656287482173e-05,2.67281283223505e-05,2.0117004611207e-05,0.000163321997110204,0.000350126543778983
"almighty",5.03873144183714e-05,0.000466022540131322,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"almost",4.07874476728057e-05,0.000104327675713112,2.26663107109795e-06,6.40905967057719e-05,0.000378243011235477,0.000445744498088654
"alone",1.39009882778276e-05,6.57025012424995e-05,5.17935219893866e-07,6.03838119905667e-05,0.000350264058036233,1.28413278378395e-05
"along",0.000868848639256025,2.79408183744788e-07,0.000115943172370056,7.03469374515502e-08,0.000233389176710655,0.000500342796554415
"alongside",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alot",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"already",3.7329054465851e-05,2.63847581816693e-05,0.000157017449497582,1.97933245393983e-05,1.51206225687042e-06,4.02786870602968e-05
"also",0.000533917642840285,7.00611888524207e-07,2.3917736596477e-05,3.93419035569048e-05,8.87138225006736e-05,0.000147276284008563
"alter",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,0.000723619949655005,4.99857157793011e-05
"alternative",0.000151194570053644,4.57009277030176e-05,3.73080723616849e-05,0.000187532198306708,0.000226883988057797,0.000149989490577061
"although",2.85509471806961e-05,0.000246161795800387,6.33918426166e-06,9.43779318031745e-06,0.000153482511210377,0.000200007558923187
"altogether",5.03873144183714e-05,6.15201214737213e-05,6.57303222016295e-05,0.000462009387415317,2.33173240594896e-05,4.99857157793011e-05
"alvarez",5.03873144183714e-05,6.15201214737213e-05,0.00044920824463807,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"alwaleed",0.000517460169668643,6.15201214737213e-05,6.57303222016295e-05,6.24969434534058e-05,2.33173240594896e-05,4.99857157793011e-05
"always",5.74024258557948e-06,3.65781361046609e-05,7.76186030227322e-07,8.98536262521263e-05,9.31867051333353e-05,0.000144572266763041
